id,generic_name,form,dosage,available,sale_type,price_tnd,lang
MED01744,Acetylsalicylic acid,Tablet,100 mg,No,Prescription only,58.67,en
MED03949,Sertraline,Tablet,250 mg,No,Prescription only,79.83,en
MED03803,Ambroxol,Cream,250 mg,Yes,OTC,54.58,en
MED02025,Prednisone,Cream,400 mg,No,Prescription only,48.72,en
MED02275,Metformin,Inhaler,1 %,No,Prescription only,70.07,en
MED00100,Salbutamol,Inhaler,500 mg,No,Prescription only,92.31,en
MED04922,Gliclazide,Capsule,5 mg,Yes,Prescription only,15.97,en
MED03408,Naproxen,Capsule,5 mg,Yes,Prescription only,54.8,en
MED04246,Ramipril,Oral suspension,250 mg,Yes,Prescription only,56.93,en
MED04620,Azithromycin,Syrup,100 µg/dose,Yes,Prescription only,7.49,en
MED04917,Rosuvastatin,Capsule,500 mg,Yes,Prescription only,63.67,en
MED00192,Losartan,Syrup,10 mg,No,Prescription only,10.28,en
MED04697,Prednisone,Oral suspension,40 mg,No,Prescription only,42.58,en
MED01785,Ranitidine,Oral solution,10 mg,No,OTC,10.05,en
MED01533,Omeprazole,Oral suspension,250 mg,No,Prescription only,30.37,en
MED02835,Nystatin,Syrup,300 mg,Yes,OTC,45.3,en
MED04445,Prednisone,Tablet,40 mg,Yes,Prescription only,44.75,en
MED04916,Spironolactone,Oral suspension,400 mg,Yes,Prescription only,1.82,en
MED01599,Bromhexine,Tablet,40 mg,No,OTC,30.72,en
MED01780,Atorvastatin,Capsule,10 mg,No,OTC,50.17,en
MED04901,Ambroxol,Cream,200 mg,No,Prescription only,14.77,en
MED02575,Atorvastatin,Oral suspension,2 %,Yes,OTC,51.37,en
MED03399,Rosuvastatin,Oral suspension,10 mg,Yes,Prescription only,59.3,en
MED03976,Hydrocortisone,Oral suspension,1 %,Yes,OTC,32.8,en
MED03771,Salbutamol,Syrup,100 mg,No,Prescription only,39.02,en
MED00167,Naproxen,Injection,400 mg,Yes,Prescription only,66.82,en
MED01752,Loratadine,Ointment,500 mg,Yes,OTC,50.16,en
MED01480,Gliclazide,Oral solution,400 mg,No,Prescription only,50.99,en
MED01025,Hydrocortisone,Capsule,5 mg/ml,Yes,Prescription only,49.39,en
MED01789,Naproxen,Capsule,5 mg/ml,No,OTC,25.55,en
MED02265,Cetirizine,Ointment,500 mg,No,OTC,41.02,en
MED02474,Propranolol,Injection,500 mg,Yes,Prescription only,17.96,en
MED01823,Iron (ferrous),Syrup,1 %,Yes,Prescription only,60.53,en
MED01221,Iron (ferrous),Syrup,1000 mg,No,OTC,28.82,en
MED01667,Spironolactone,Syrup,400 mg,No,Prescription only,50.71,en
MED02961,Atorvastatin,Syrup,200 mg,Yes,OTC,3.13,en
MED00153,Clotrimazole,Cream,300 mg,No,Prescription only,20.45,en
MED02535,Bromhexine,Inhaler,20 mg,No,OTC,6.17,en
MED04689,Spironolactone,Tablet,2 %,Yes,Prescription only,8.6,en
MED01979,Cetirizine,Tablet,250 mg,Yes,OTC,47.64,en
MED01470,Atorvastatin,Oral suspension,300 mg,Yes,OTC,55.2,en
MED02808,Doxycycline,Oral solution,5 mg,No,Prescription only,61.68,en
MED02513,Ketoprofen,Oral suspension,400 mg,No,Prescription only,35.22,en
MED02944,Clotrimazole,Cream,500 mg,No,OTC,39.7,en
MED02981,Prednisone,Capsule,200 mg,No,Prescription only,37.3,en
MED04823,Prednisone,Oral solution,300 mg,No,Prescription only,20.86,en
MED03018,Guaifenesin,Inhaler,5 mg,Yes,Prescription only,6.19,en
MED01567,Insulin glargine,Injection,5 mg/ml,No,Prescription only,53.91,en
MED00032,Doxycycline,Oral solution,5 mg/ml,Yes,Prescription only,25.0,en
MED00938,Fluoxetine,Capsule,20 mg,No,Prescription only,63.47,en
MED01216,Ezetimibe,Syrup,1 %,Yes,Prescription only,17.79,en
MED01938,Amlodipine,Ointment,850 mg,Yes,Prescription only,38.76,en
MED01130,Ranitidine,Oral solution,850 mg,Yes,Prescription only,50.72,en
MED00310,Propranolol,Injection,850 mg,Yes,Prescription only,25.12,en
MED04902,Amlodipine,Injection,850 mg,No,Prescription only,94.11,en
MED02169,Clindamycin,Cream,200 mg,No,Prescription only,21.9,en
MED03114,Rapid-acting insulin,Oral solution,200 mg,Yes,Prescription only,48.55,en
MED00496,Gliclazide,Ointment,500 mg,No,Prescription only,5.37,en
MED00206,Sitagliptin,Capsule,300 mg,Yes,Prescription only,11.02,en
MED02674,Escitalopram,Capsule,200 mg,Yes,Prescription only,15.46,en
MED03358,Naproxen,Capsule,300 mg,Yes,OTC,19.81,en
MED03831,Ibuprofen,Oral solution,1000 mg,No,Prescription only,19.21,en
MED00306,Nystatin,Oral solution,500 mg,No,Prescription only,19.25,en
MED03794,Escitalopram,Capsule,5 mg,No,Prescription only,24.92,en
MED02202,Bisoprolol,Syrup,5 mg,Yes,Prescription only,2.83,en
MED01062,Salbutamol,Tablet,850 mg,No,OTC,19.66,en
MED00844,Atorvastatin,Tablet,200 mg,Yes,OTC,16.28,en
MED03873,Cetirizine,Ointment,10 mg,Yes,Prescription only,50.8,en
MED02252,Ambroxol,Inhaler,5 mg/ml,No,Prescription only,86.14,en
MED00212,Zinc,Syrup,200 mg,No,OTC,60.58,en
MED03998,Clindamycin,Oral solution,100 mg,No,Prescription only,4.31,en
MED00680,Folic acid,Oral solution,500 mg,No,OTC,53.03,en
MED00566,Acetylsalicylic acid,Tablet,500 mg,No,Prescription only,67.06,en
MED03291,Ambroxol,Ointment,400 mg,No,OTC,8.65,en
MED04355,Cetirizine,Ointment,250 mg,No,Prescription only,23.52,en
MED00681,Loratadine,Oral suspension,500 mg,Yes,Prescription only,52.42,en
MED00181,Atorvastatin,Injection,500 mg,Yes,OTC,78.04,en
MED04280,Atorvastatin,Injection,250 mg,Yes,Prescription only,87.8,en
MED02496,Diclofenac,Cream,40 mg,Yes,Prescription only,43.79,en
MED02317,Vitamin D3,Injection,5 mg,Yes,OTC,37.41,en
MED04274,Paracetamol,Cream,40 mg,Yes,OTC,58.97,en
MED00279,Bromhexine,Tablet,10 mg,Yes,OTC,35.53,en
MED03684,Atorvastatin,Inhaler,5 mg/ml,Yes,Prescription only,70.9,en
MED04763,Ezetimibe,Injection,2 %,No,Prescription only,16.42,en
MED00433,Guaifenesin,Injection,40 mg,Yes,OTC,68.13,en
MED00290,Paracetamol,Oral suspension,10 mg,No,OTC,16.05,en
MED01028,Ambroxol,Tablet,20 mg,No,OTC,68.09,en
MED00536,Rosuvastatin,Capsule,20 mg,Yes,Prescription only,34.89,en
MED03632,Vitamin D3,Ointment,300 mg,Yes,Prescription only,12.94,en
MED00189,Magnesium,Capsule,500 mg,No,Prescription only,46.91,en
MED02175,Guaifenesin,Tablet,5 mg,No,Prescription only,6.82,en
MED03916,Paracetamol,Tablet,850 mg,No,OTC,25.76,en
MED01863,Sitagliptin,Capsule,10 mg,Yes,Prescription only,27.65,en
MED00271,Folic acid,Cream,250 mg,Yes,Prescription only,6.5,en
MED01729,Aciclovir,Cream,5 mg/ml,No,Prescription only,1.97,en
MED04076,Ramipril,Cream,40 mg,Yes,Prescription only,3.19,en
MED02158,Salbutamol,Capsule,1000 mg,Yes,Prescription only,49.96,en
MED03932,Cetirizine,Inhaler,1 %,Yes,Prescription only,74.73,en
MED00112,Sertraline,Syrup,1 %,Yes,Prescription only,27.79,en
MED02385,Propranolol,Cream,1 %,Yes,Prescription only,53.46,en
MED00221,Naproxen,Oral suspension,40 mg,No,OTC,29.27,en
MED00628,Rosuvastatin,Tablet,20 mg,No,Prescription only,68.35,en
MED01182,Zinc,Ointment,40 mg,No,OTC,26.63,en
MED03382,Prednisone,Capsule,10 mg,No,Prescription only,38.51,en
MED02423,Vitamin D3,Inhaler,400 mg,Yes,OTC,79.71,en
MED00791,Nystatin,Inhaler,100 µg/dose,Yes,OTC,10.94,en
MED04276,Paracetamol,Ointment,10 mg,Yes,Prescription only,9.42,en
MED00462,Doxycycline,Oral suspension,100 µg/dose,Yes,Prescription only,56.0,en
MED04403,Azithromycin,Tablet,20 mg,No,Prescription only,44.49,en
MED00552,Azithromycin,Cream,850 mg,Yes,Prescription only,58.73,en
MED03130,Sertraline,Injection,850 mg,Yes,Prescription only,92.1,en
MED01445,Gliclazide,Cream,5 mg,Yes,OTC,32.69,en
MED00199,Cetirizine,Tablet,20 mg,Yes,Prescription only,66.42,en
MED02590,Amoxicillin,Inhaler,100 µg/dose,Yes,Prescription only,23.67,en
MED00403,Propranolol,Inhaler,500 mg,Yes,Prescription only,87.49,en
MED03960,Amoxicillin,Oral suspension,100 mg,No,Prescription only,40.02,en
MED04190,Ciprofloxacin,Tablet,100 µg/dose,No,Prescription only,6.9,en
MED04764,Gliclazide,Inhaler,5 mg,No,Prescription only,22.94,en
MED02096,Sertraline,Ointment,250 mg,No,Prescription only,38.61,en
MED02901,Amlodipine,Cream,100 µg/dose,No,Prescription only,43.46,en
MED04463,Clindamycin,Cream,300 mg,Yes,Prescription only,11.63,en
MED00651,Loratadine,Oral solution,100 µg/dose,No,OTC,41.76,en
MED00709,Cetirizine,Ointment,100 µg/dose,Yes,OTC,43.6,en
MED01481,Amoxicillin,Inhaler,1000 mg,Yes,Prescription only,85.14,en
MED04415,Ramipril,Injection,40 mg,Yes,Prescription only,13.92,en
MED03066,Hydrocortisone,Ointment,300 mg,No,Prescription only,62.28,en
MED02396,Montelukast,Oral solution,300 mg,Yes,Prescription only,30.96,en
MED01770,Insulin glargine,Capsule,10 mg,Yes,Prescription only,44.03,en
MED00315,Losartan,Inhaler,850 mg,Yes,Prescription only,68.13,en
MED03762,Amoxicillin,Ointment,2 %,No,Prescription only,33.59,en
MED04910,Guaifenesin,Injection,300 mg,No,OTC,4.81,en
MED00114,Guaifenesin,Inhaler,400 mg,No,Prescription only,48.9,en
MED00961,Naproxen,Tablet,10 mg,No,OTC,69.81,en
MED02911,Diazepam,Ointment,300 mg,No,Prescription only,17.1,en
MED03406,Ranitidine,Injection,1000 mg,Yes,Prescription only,62.84,en
MED01624,Atorvastatin,Cream,5 mg,Yes,Prescription only,16.8,en
MED03323,Sertraline,Inhaler,100 mg,No,Prescription only,68.02,en
MED05000,Ambroxol,Injection,100 µg/dose,No,OTC,91.94,en
MED01819,Ramipril,Oral suspension,500 mg,Yes,Prescription only,58.59,en
MED03195,Acetylsalicylic acid,Capsule,250 mg,Yes,OTC,22.89,en
MED03008,Magnesium,Injection,850 mg,Yes,Prescription only,55.25,en
MED03415,Naproxen,Oral solution,400 mg,Yes,OTC,47.95,en
MED04529,Losartan,Ointment,200 mg,No,Prescription only,45.75,en
MED01898,Ibuprofen,Oral solution,100 µg/dose,Yes,OTC,54.63,en
MED01919,Zinc,Capsule,20 mg,No,OTC,63.92,en
MED01271,Rapid-acting insulin,Tablet,500 mg,No,Prescription only,78.25,en
MED04177,Bromhexine,Injection,100 mg,No,Prescription only,85.26,en
MED04963,Zinc,Cream,1000 mg,Yes,OTC,11.29,en
MED04884,Iron (ferrous),Syrup,10 mg,Yes,Prescription only,18.88,en
MED04095,NPH insulin,Inhaler,500 mg,Yes,Prescription only,84.59,en
MED03160,Escitalopram,Ointment,400 mg,Yes,Prescription only,13.6,en
MED01814,Omeprazole,Injection,100 µg/dose,Yes,OTC,27.09,en
MED02427,Iron (ferrous),Syrup,10 mg,No,OTC,51.95,en
MED03951,Metformin,Inhaler,850 mg,No,Prescription only,50.92,en
MED04429,Amlodipine,Syrup,5 mg/ml,Yes,Prescription only,50.26,en
MED02143,Bromhexine,Syrup,250 mg,No,OTC,45.09,en
MED01627,Gliclazide,Syrup,5 mg/ml,Yes,OTC,36.76,en
MED00790,Fluoxetine,Injection,5 mg,Yes,Prescription only,83.33,en
MED03787,Losartan,Ointment,300 mg,No,Prescription only,12.7,en
MED01865,Salbutamol,Oral solution,850 mg,No,Prescription only,12.81,en
MED02866,Rapid-acting insulin,Capsule,100 mg,Yes,Prescription only,60.95,en
MED00872,Gliclazide,Inhaler,500 mg,No,Prescription only,4.68,en
MED03272,Zinc,Capsule,100 mg,No,Prescription only,44.13,en
MED03834,Ciprofloxacin,Ointment,850 mg,No,Prescription only,36.7,en
MED00074,Guaifenesin,Capsule,1 %,Yes,OTC,54.93,en
MED01753,Metformin,Oral suspension,500 mg,No,Prescription only,27.86,en
MED01422,Aciclovir,Tablet,5 mg,No,Prescription only,66.93,en
MED04222,Clotrimazole,Injection,1 %,Yes,OTC,38.98,en
MED04694,Furosemide,Syrup,300 mg,No,Prescription only,31.96,en
MED04370,Doxycycline,Tablet,2 %,Yes,Prescription only,72.46,en
MED04576,Ibuprofen,Tablet,1 %,No,OTC,45.48,en
MED03810,Spironolactone,Capsule,1000 mg,Yes,Prescription only,7.45,en
MED02245,Clindamycin,Syrup,200 mg,Yes,Prescription only,43.98,en
MED03048,Sertraline,Injection,250 mg,No,Prescription only,14.85,en
MED02446,Losartan,Ointment,850 mg,No,Prescription only,29.7,en
MED00495,Sitagliptin,Ointment,850 mg,No,Prescription only,13.68,en
MED03131,Azithromycin,Ointment,300 mg,No,Prescription only,15.91,en
MED04322,Atorvastatin,Capsule,20 mg,No,OTC,77.15,en
MED04398,Metformin,Oral suspension,100 mg,No,Prescription only,24.33,en
MED01165,Omeprazole,Inhaler,40 mg,No,OTC,95.06,en
MED03735,Salbutamol,Ointment,40 mg,Yes,Prescription only,15.15,en
MED01731,Escitalopram,Tablet,40 mg,Yes,Prescription only,19.65,en
MED04813,Bromhexine,Injection,1000 mg,Yes,OTC,4.52,en
MED02403,Atorvastatin,Cream,20 mg,Yes,Prescription only,31.32,en
MED03404,Ezetimibe,Tablet,2 %,Yes,Prescription only,35.33,en
MED00619,Ibuprofen,Cream,1 %,No,Prescription only,42.77,en
MED01698,Metformin,Capsule,20 mg,Yes,Prescription only,74.31,en
MED03594,Vitamin D3,Capsule,850 mg,Yes,OTC,4.07,en
MED01958,Cetirizine,Oral solution,300 mg,Yes,Prescription only,62.22,en
MED01222,Ezetimibe,Oral suspension,1000 mg,No,Prescription only,62.67,en
MED02074,Ketoprofen,Inhaler,1000 mg,No,Prescription only,93.44,en
MED03411,Bromhexine,Tablet,10 mg,No,Prescription only,37.62,en
MED00870,Ezetimibe,Capsule,250 mg,No,Prescription only,12.73,en
MED02719,Prednisone,Oral suspension,20 mg,Yes,Prescription only,12.86,en
MED01043,Magnesium,Oral suspension,10 mg,No,OTC,48.08,en
MED01362,Diclofenac,Ointment,400 mg,No,Prescription only,39.19,en
MED00357,Folic acid,Cream,200 mg,Yes,OTC,52.24,en
MED01163,Ranitidine,Ointment,1000 mg,Yes,Prescription only,42.14,en
MED02766,Amlodipine,Cream,1 %,No,Prescription only,45.94,en
MED03253,Rosuvastatin,Injection,100 mg,No,Prescription only,51.51,en
MED01439,Rosuvastatin,Tablet,2 %,No,Prescription only,10.66,en
MED03604,Folic acid,Ointment,200 mg,Yes,Prescription only,26.29,en
MED04941,Amlodipine,Injection,20 mg,No,Prescription only,72.53,en
MED04594,Ibuprofen,Ointment,10 mg,Yes,Prescription only,61.47,en
MED03640,Ranitidine,Capsule,1000 mg,Yes,OTC,5.9,en
MED01254,Nystatin,Syrup,1 %,Yes,OTC,52.52,en
MED03366,Gliclazide,Syrup,20 mg,Yes,Prescription only,12.4,en
MED00333,Ranitidine,Oral suspension,40 mg,Yes,OTC,32.28,en
MED03695,Propranolol,Cream,5 mg/ml,No,Prescription only,53.04,en
MED03569,Naproxen,Oral solution,5 mg,Yes,OTC,41.63,en
MED02729,Hydrocortisone,Tablet,100 µg/dose,Yes,OTC,8.39,en
MED03668,Amoxicillin,Ointment,400 mg,No,Prescription only,3.26,en
MED01631,Metformin,Tablet,250 mg,Yes,Prescription only,14.92,en
MED01117,Zinc,Cream,500 mg,No,Prescription only,47.3,en
MED01850,Clotrimazole,Inhaler,500 mg,Yes,Prescription only,18.34,en
MED03555,Bromhexine,Ointment,5 mg,No,Prescription only,31.0,en
MED03154,Insulin glargine,Inhaler,2 %,No,Prescription only,27.16,en
MED03266,Ramipril,Tablet,20 mg,No,Prescription only,34.63,en
MED01666,Ranitidine,Ointment,40 mg,Yes,Prescription only,34.57,en
MED00446,Amoxicillin,Inhaler,20 mg,No,Prescription only,9.24,en
MED02246,Prednisone,Cream,10 mg,No,Prescription only,38.38,en
MED00453,Vitamin D3,Cream,100 mg,No,OTC,13.74,en
MED01552,Amoxicillin,Tablet,850 mg,Yes,Prescription only,60.18,en
MED04435,Acetylsalicylic acid,Inhaler,40 mg,No,OTC,60.35,en
MED02955,Clindamycin,Injection,5 mg/ml,No,Prescription only,56.82,en
MED00015,Bromhexine,Cream,1 %,No,OTC,7.05,en
MED03629,Clotrimazole,Capsule,2 %,Yes,OTC,39.07,en
MED00946,Magnesium,Inhaler,20 mg,No,Prescription only,43.13,en
MED00248,Ramipril,Tablet,20 mg,No,Prescription only,71.32,en
MED04698,Losartan,Syrup,300 mg,Yes,Prescription only,28.02,en
MED00361,Pantoprazole,Oral suspension,100 µg/dose,No,Prescription only,5.79,en
MED04657,Amoxicillin,Oral suspension,20 mg,No,Prescription only,6.86,en
MED01615,Acetylsalicylic acid,Cream,500 mg,Yes,Prescription only,20.74,en
MED02304,Losartan,Cream,20 mg,No,Prescription only,24.39,en
MED04142,Salbutamol,Syrup,40 mg,Yes,Prescription only,10.61,en
MED03169,Prednisone,Oral suspension,200 mg,No,Prescription only,45.08,en
MED02479,Amoxicillin,Syrup,100 µg/dose,Yes,Prescription only,7.56,en
MED04215,Folic acid,Inhaler,5 mg/ml,Yes,OTC,37.18,en
MED04181,NPH insulin,Oral suspension,20 mg,Yes,Prescription only,39.16,en
MED04885,Prednisone,Syrup,10 mg,Yes,Prescription only,29.85,en
MED03164,Doxycycline,Inhaler,5 mg,Yes,Prescription only,54.45,en
MED00491,Gliclazide,Tablet,250 mg,Yes,OTC,40.42,en
MED00863,Clindamycin,Oral suspension,850 mg,No,Prescription only,43.97,en
MED01741,Vitamin D3,Injection,300 mg,No,Prescription only,7.03,en
MED04100,Bromhexine,Inhaler,300 mg,No,Prescription only,28.98,en
MED04386,Amlodipine,Capsule,1000 mg,No,Prescription only,79.44,en
MED02448,Clindamycin,Cream,200 mg,No,Prescription only,35.6,en
MED04231,Atorvastatin,Inhaler,200 mg,No,Prescription only,85.36,en
MED00507,Prednisone,Ointment,5 mg/ml,No,Prescription only,46.17,en
MED02678,Diclofenac,Cream,5 mg,Yes,Prescription only,61.91,en
MED02996,Propranolol,Oral solution,250 mg,Yes,Prescription only,63.42,en
MED01943,Nystatin,Inhaler,1000 mg,Yes,Prescription only,62.71,en
MED01223,Sertraline,Ointment,40 mg,No,Prescription only,22.79,en
MED01114,Hydrocortisone,Oral suspension,500 mg,No,Prescription only,13.83,en
MED01906,Aciclovir,Inhaler,500 mg,Yes,OTC,25.5,en
MED03424,Escitalopram,Oral solution,5 mg,No,Prescription only,50.83,en
MED01878,Ezetimibe,Tablet,5 mg,Yes,Prescription only,56.47,en
MED04673,Omeprazole,Tablet,40 mg,No,Prescription only,44.45,en
MED00434,Acetylsalicylic acid,Capsule,500 mg,Yes,Prescription only,33.98,en
MED02365,Nystatin,Ointment,20 mg,Yes,OTC,40.71,en
MED03155,Montelukast,Cream,10 mg,Yes,Prescription only,32.99,en
MED02836,Loratadine,Oral solution,500 mg,Yes,Prescription only,35.84,en
MED02093,Diazepam,Oral suspension,850 mg,Yes,Prescription only,23.35,en
MED03011,Pantoprazole,Ointment,20 mg,No,Prescription only,62.19,en
MED03163,Furosemide,Injection,2 %,No,Prescription only,76.11,en
MED02946,Prednisone,Oral suspension,40 mg,No,Prescription only,34.11,en
MED03917,Hydrocortisone,Tablet,1 %,No,Prescription only,79.12,en
MED02917,Ramipril,Tablet,250 mg,Yes,Prescription only,78.39,en
MED01103,NPH insulin,Oral suspension,250 mg,No,Prescription only,14.77,en
MED01449,Losartan,Inhaler,40 mg,No,Prescription only,34.43,en
MED01721,Nystatin,Ointment,10 mg,Yes,Prescription only,34.29,en
MED04519,Sertraline,Oral solution,400 mg,No,Prescription only,21.79,en
MED03843,Ketoprofen,Tablet,850 mg,Yes,Prescription only,62.51,en
MED00157,Atorvastatin,Ointment,250 mg,No,OTC,48.23,en
MED02979,Pantoprazole,Oral solution,100 mg,No,Prescription only,17.42,en
MED01774,Furosemide,Syrup,20 mg,No,Prescription only,61.77,en
MED00616,Atorvastatin,Ointment,2 %,Yes,OTC,30.5,en
MED00644,Ketoprofen,Capsule,100 mg,No,Prescription only,14.36,en
MED01936,Rosuvastatin,Cream,5 mg,Yes,Prescription only,22.67,en
MED04278,Rosuvastatin,Capsule,5 mg/ml,Yes,Prescription only,16.82,en
MED01069,Ibuprofen,Cream,300 mg,Yes,OTC,13.6,en
MED04455,Nystatin,Cream,5 mg,Yes,Prescription only,60.27,en
MED04155,Spironolactone,Oral solution,100 µg/dose,No,Prescription only,60.45,en
MED04240,Diclofenac,Oral suspension,300 mg,No,Prescription only,48.19,en
MED04869,Cetirizine,Capsule,300 mg,Yes,OTC,46.02,en
MED00331,Spironolactone,Tablet,1000 mg,Yes,Prescription only,6.18,en
MED02058,NPH insulin,Injection,400 mg,Yes,Prescription only,58.15,en
MED02647,Zinc,Tablet,10 mg,Yes,Prescription only,63.0,en
MED02192,Ciprofloxacin,Oral solution,5 mg,Yes,Prescription only,38.02,en
MED00623,Escitalopram,Cream,1 %,Yes,Prescription only,22.4,en
MED01596,Atorvastatin,Tablet,5 mg/ml,Yes,Prescription only,2.36,en
MED02916,Nystatin,Ointment,1 %,No,Prescription only,35.18,en
MED04822,Ranitidine,Ointment,2 %,Yes,Prescription only,38.9,en
MED03899,Cetirizine,Oral solution,5 mg,Yes,Prescription only,53.02,en
MED01920,Sertraline,Ointment,40 mg,Yes,Prescription only,49.3,en
MED04174,Acetylsalicylic acid,Inhaler,250 mg,Yes,OTC,95.25,en
MED04478,Prednisone,Inhaler,5 mg/ml,Yes,Prescription only,72.53,en
MED00756,Furosemide,Syrup,5 mg/ml,No,Prescription only,36.27,en
MED00519,Zinc,Syrup,2 %,No,OTC,12.75,en
MED03804,Iron (ferrous),Oral solution,5 mg/ml,No,Prescription only,42.52,en
MED00033,Hydrocortisone,Ointment,100 mg,Yes,Prescription only,12.94,en
MED02938,Folic acid,Inhaler,10 mg,Yes,OTC,2.95,en
MED01158,Acetylsalicylic acid,Cream,5 mg,No,Prescription only,7.0,en
MED00745,Nystatin,Syrup,100 µg/dose,No,OTC,4.55,en
MED00499,Amoxicillin,Suspension orale,40 mg,Non,Avec ordonnance,55.91,fr
MED04383,Propranolol,Comprimé,1000 mg,Oui,Avec ordonnance,15.61,fr
MED03480,Fluoxetine,Suspension orale,100 µg/dose,Oui,Avec ordonnance,22.99,fr
MED02582,Zinc,Comprimé,1 %,Non,Sans ordonnance,33.79,fr
MED03124,Paracetamol,Comprimé,850 mg,Oui,Avec ordonnance,16.18,fr
MED02922,Clindamycin,Injectable,40 mg,Non,Avec ordonnance,36.58,fr
MED04378,Hydrocortisone,Pommade,850 mg,Non,Avec ordonnance,17.29,fr
MED02645,Doxycycline,Inhalateur,5 mg/ml,Oui,Avec ordonnance,56.94,fr
MED04287,Naproxen,Sirop,100 mg,Non,Sans ordonnance,39.9,fr
MED04041,Folic acid,Solution buvable,1 %,Oui,Sans ordonnance,24.23,fr
MED02035,Ezetimibe,Injectable,850 mg,Non,Avec ordonnance,73.74,fr
MED01023,Metformin,Pommade,100 µg/dose,Oui,Avec ordonnance,38.68,fr
MED02283,Clotrimazole,Solution buvable,5 mg,Oui,Sans ordonnance,11.61,fr
MED04887,Omeprazole,Solution buvable,10 mg,Non,Sans ordonnance,41.42,fr
MED04220,Amoxicillin,Injectable,1 %,Oui,Avec ordonnance,5.24,fr
MED03064,Losartan,Comprimé,1000 mg,Oui,Avec ordonnance,69.53,fr
MED04366,Omeprazole,Sirop,10 mg,Non,Avec ordonnance,42.45,fr
MED00666,Atorvastatin,Solution buvable,20 mg,Oui,Sans ordonnance,48.51,fr
MED03933,Acetylsalicylic acid,Gélule,1000 mg,Non,Sans ordonnance,18.81,fr
MED02639,Fluoxetine,Comprimé,5 mg,Oui,Avec ordonnance,41.42,fr
MED03177,Escitalopram,Injectable,5 mg,Oui,Avec ordonnance,45.8,fr
MED04266,Omeprazole,Crème,100 µg/dose,Non,Sans ordonnance,11.89,fr
MED03122,Rapid-acting insulin,Sirop,1000 mg,Non,Avec ordonnance,28.63,fr
MED01018,Metformin,Inhalateur,100 µg/dose,Non,Avec ordonnance,83.46,fr
MED00558,Clotrimazole,Injectable,500 mg,Oui,Sans ordonnance,87.79,fr
MED02400,Naproxen,Sirop,10 mg,Non,Avec ordonnance,3.62,fr
MED01208,NPH insulin,Injectable,850 mg,Non,Avec ordonnance,69.53,fr
MED02006,Iron (ferrous),Injectable,250 mg,Non,Sans ordonnance,17.74,fr
MED02657,Iron (ferrous),Sirop,1000 mg,Oui,Sans ordonnance,10.94,fr
